county,town,year,month_num,crime_type,crime_count,population,crime_rate_per_10k
Cumberland,Carlisle,2024,1,Robbery,4,500000,0.08
Cumberland,Carlisle,2024,1,Vehicle crime,15,500000,0.3
Cumberland,Carlisle,2024,2,Drugs,44,500000,0.88
Cumberland,Carlisle,2024,2,Robbery,6,500000,0.12000000000000001
Cumberland,Carlisle,2024,2,Vehicle crime,23,500000,0.46
Cumberland,Carlisle,2024,3,Drugs,41,500000,0.8200000000000001
Cumberland,Carlisle,2024,3,Robbery,5,500000,0.1
Cumberland,Carlisle,2024,3,Vehicle crime,24,500000,0.48000000000000004
Cumberland,Carlisle,2024,4,Drugs,30,500000,0.6
Cumberland,Carlisle,2024,4,Robbery,5,500000,0.1
Cumberland,Carlisle,2024,4,Vehicle crime,12,500000,0.24000000000000002
Cumberland,Carlisle,2024,5,Drugs,43,500000,0.86
Cumberland,Carlisle,2024,5,Robbery,4,500000,0.08
Cumberland,Carlisle,2024,5,Vehicle crime,15,500000,0.3
Cumberland,Carlisle,2024,6,Drugs,32,500000,0.64
Cumberland,Carlisle,2024,6,Robbery,7,500000,0.13999999999999999
Cumberland,Carlisle,2024,6,Vehicle crime,23,500000,0.46
Cumberland,Carlisle,2024,7,Drugs,36,500000,0.72
Cumberland,Carlisle,2024,7,Robbery,4,500000,0.08
Cumberland,Carlisle,2024,7,Vehicle crime,24,500000,0.48000000000000004
Cumberland,Carlisle,2024,8,Drugs,59,500000,1.18
Cumberland,Carlisle,2024,8,Robbery,2,500000,0.04
Cumberland,Carlisle,2024,8,Vehicle crime,17,500000,0.34
Cumberland,Carlisle,2024,9,Drugs,55,500000,1.1
Cumberland,Carlisle,2024,9,Robbery,5,500000,0.1
Cumberland,Carlisle,2024,9,Vehicle crime,27,500000,0.5399999999999999
Cumberland,Carlisle,2024,10,Drugs,30,500000,0.6
Cumberland,Carlisle,2024,10,Robbery,5,500000,0.1
Cumberland,Carlisle,2024,10,Vehicle crime,22,500000,0.44
Cumberland,Carlisle,2024,11,Drugs,47,500000,0.94
Cumberland,Carlisle,2024,11,Robbery,4,500000,0.08
Cumberland,Carlisle,2024,11,Vehicle crime,18,500000,0.36
Cumberland,Carlisle,2024,12,Drugs,59,500000,1.18
Cumberland,Carlisle,2024,12,Robbery,3,500000,0.060000000000000005
Cumberland,Carlisle,2024,12,Vehicle crime,24,500000,0.48000000000000004
Cumberland,Carlisle,2025,1,Drugs,53,500000,1.06
Cumberland,Carlisle,2025,1,Robbery,2,500000,0.04
Cumberland,Carlisle,2025,1,Vehicle crime,21,500000,0.42
Cumberland,Carlisle,2025,2,Drugs,41,500000,0.8200000000000001
Cumberland,Carlisle,2025,2,Robbery,5,500000,0.1
Cumberland,Carlisle,2025,2,Vehicle crime,16,500000,0.32
Cumberland,Carlisle,2025,3,Drugs,38,500000,0.76
Cumberland,Carlisle,2025,3,Robbery,3,500000,0.060000000000000005
Cumberland,Carlisle,2025,3,Vehicle crime,37,500000,0.74
Cumberland,Carlisle,2025,4,Drugs,23,500000,0.46
Cumberland,Carlisle,2025,4,Robbery,6,500000,0.12000000000000001
Cumberland,Carlisle,2025,4,Vehicle crime,17,500000,0.34
Cumberland,Carlisle,2025,5,Drugs,42,500000,0.84
Cumberland,Carlisle,2025,5,Robbery,2,500000,0.04
Cumberland,Carlisle,2025,5,Vehicle crime,10,500000,0.2
Cumberland,Carlisle,2025,6,Drugs,61,500000,1.22
Cumberland,Carlisle,2025,6,Robbery,4,500000,0.08
Cumberland,Carlisle,2025,6,Vehicle crime,15,500000,0.3
Cumberland,Carlisle,2025,7,Drugs,39,500000,0.78
Cumberland,Carlisle,2025,7,Robbery,2,500000,0.04
Cumberland,Carlisle,2025,7,Vehicle crime,14,500000,0.27999999999999997
Cumberland,Carlisle,2025,8,Drugs,47,500000,0.94
Cumberland,Carlisle,2025,8,Robbery,3,500000,0.060000000000000005
Cumberland,Carlisle,2025,8,Vehicle crime,17,500000,0.34
Cumberland,Carlisle,2025,9,Drugs,34,500000,0.68
Cumberland,Carlisle,2025,9,Robbery,5,500000,0.1
Cumberland,Carlisle,2025,9,Vehicle crime,15,500000,0.3
Cumberland,Carlisle,2025,10,Drugs,46,500000,0.92
Cumberland,Carlisle,2025,10,Robbery,1,500000,0.02
Cumberland,Carlisle,2025,10,Vehicle crime,14,500000,0.27999999999999997
Cumberland,Carlisle,2025,11,Drugs,49,500000,0.98
Cumberland,Carlisle,2025,11,Vehicle crime,18,500000,0.36
Cumberland,Copeland,2022,12,Drugs,16,500000,0.32
Cumberland,Copeland,2022,12,Robbery,1,500000,0.02
Cumberland,Copeland,2022,12,Vehicle crime,7,500000,0.13999999999999999
Cumberland,Copeland,2023,1,Drugs,7,500000,0.13999999999999999
Cumberland,Copeland,2023,1,Vehicle crime,19,500000,0.38
Cumberland,Copeland,2023,2,Drugs,8,500000,0.16
Cumberland,Copeland,2023,2,Vehicle crime,8,500000,0.16
Cumberland,Copeland,2023,3,Drugs,15,500000,0.3
Cumberland,Copeland,2023,3,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Copeland,2023,4,Drugs,9,500000,0.18
Cumberland,Copeland,2023,4,Robbery,3,500000,0.060000000000000005
Cumberland,Copeland,2023,4,Vehicle crime,11,500000,0.22
Cumberland,Copeland,2023,5,Drugs,6,500000,0.12000000000000001
Cumberland,Copeland,2023,5,Vehicle crime,9,500000,0.18
Cumberland,Copeland,2023,6,Drugs,6,500000,0.12000000000000001
Cumberland,Copeland,2023,6,Robbery,3,500000,0.060000000000000005
Cumberland,Copeland,2023,6,Vehicle crime,7,500000,0.13999999999999999
Cumberland,Copeland,2023,7,Drugs,10,500000,0.2
Cumberland,Copeland,2023,7,Vehicle crime,5,500000,0.1
Cumberland,Copeland,2023,8,Drugs,17,500000,0.34
Cumberland,Copeland,2023,8,Vehicle crime,11,500000,0.22
Cumberland,Copeland,2023,9,Drugs,23,500000,0.46
Cumberland,Copeland,2023,9,Vehicle crime,4,500000,0.08
Cumberland,Copeland,2023,10,Drugs,14,500000,0.27999999999999997
Cumberland,Copeland,2023,10,Robbery,2,500000,0.04
Cumberland,Copeland,2023,10,Vehicle crime,5,500000,0.1
Cumberland,Copeland,2023,11,Drugs,12,500000,0.24000000000000002
Cumberland,Copeland,2023,11,Robbery,1,500000,0.02
Cumberland,Copeland,2023,11,Vehicle crime,10,500000,0.2
Cumberland,Copeland,2023,12,Drugs,13,500000,0.26
Cumberland,Copeland,2023,12,Robbery,2,500000,0.04
Cumberland,Copeland,2023,12,Vehicle crime,5,500000,0.1
Cumberland,Copeland,2024,1,Drugs,10,500000,0.2
Cumberland,Copeland,2024,1,Vehicle crime,7,500000,0.13999999999999999
Cumberland,Copeland,2024,2,Drugs,16,500000,0.32
Cumberland,Copeland,2024,2,Robbery,1,500000,0.02
Cumberland,Copeland,2024,2,Vehicle crime,9,500000,0.18
Cumberland,Copeland,2024,3,Drugs,7,500000,0.13999999999999999
Cumberland,Copeland,2024,3,Vehicle crime,3,500000,0.060000000000000005
Cumberland,Copeland,2024,4,Drugs,10,500000,0.2
Cumberland,Copeland,2024,4,Vehicle crime,4,500000,0.08
Cumberland,Copeland,2024,5,Drugs,18,500000,0.36
Cumberland,Copeland,2024,5,Robbery,2,500000,0.04
Cumberland,Copeland,2024,5,Vehicle crime,2,500000,0.04
Cumberland,Copeland,2024,6,Drugs,12,500000,0.24000000000000002
Cumberland,Copeland,2024,6,Robbery,1,500000,0.02
Cumberland,Copeland,2024,6,Vehicle crime,13,500000,0.26
Cumberland,Copeland,2024,7,Drugs,12,500000,0.24000000000000002
Cumberland,Copeland,2024,7,Robbery,2,500000,0.04
Cumberland,Copeland,2024,7,Vehicle crime,11,500000,0.22
Cumberland,Copeland,2024,8,Drugs,22,500000,0.44
Cumberland,Copeland,2024,8,Robbery,1,500000,0.02
Cumberland,Copeland,2024,8,Vehicle crime,8,500000,0.16
Cumberland,Copeland,2024,9,Drugs,10,500000,0.2
Cumberland,Copeland,2024,9,Vehicle crime,5,500000,0.1
Cumberland,Copeland,2024,10,Drugs,12,500000,0.24000000000000002
Cumberland,Copeland,2024,10,Robbery,1,500000,0.02
Cumberland,Copeland,2024,10,Vehicle crime,4,500000,0.08
Cumberland,Copeland,2024,11,Drugs,14,500000,0.27999999999999997
Cumberland,Copeland,2024,11,Vehicle crime,10,500000,0.2
Cumberland,Copeland,2024,12,Drugs,15,500000,0.3
Cumberland,Copeland,2024,12,Robbery,2,500000,0.04
Cumberland,Copeland,2024,12,Vehicle crime,1,500000,0.02
Cumberland,Copeland,2025,1,Drugs,18,500000,0.36
Cumberland,Copeland,2025,1,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Copeland,2025,2,Drugs,20,500000,0.4
Cumberland,Copeland,2025,2,Vehicle crime,8,500000,0.16
Cumberland,Copeland,2025,3,Drugs,22,500000,0.44
Cumberland,Copeland,2025,3,Robbery,2,500000,0.04
Cumberland,Copeland,2025,3,Vehicle crime,2,500000,0.04
Cumberland,Copeland,2025,4,Drugs,18,500000,0.36
Cumberland,Copeland,2025,4,Robbery,1,500000,0.02
Cumberland,Copeland,2025,4,Vehicle crime,14,500000,0.27999999999999997
Cumberland,Copeland,2025,5,Drugs,26,500000,0.52
Cumberland,Copeland,2025,5,Robbery,2,500000,0.04
Cumberland,Copeland,2025,5,Vehicle crime,5,500000,0.1
Cumberland,Copeland,2025,6,Drugs,13,500000,0.26
Cumberland,Copeland,2025,6,Robbery,1,500000,0.02
Cumberland,Copeland,2025,6,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Copeland,2025,7,Drugs,10,500000,0.2
Cumberland,Copeland,2025,7,Vehicle crime,8,500000,0.16
Cumberland,Copeland,2025,8,Drugs,11,500000,0.22
Cumberland,Copeland,2025,8,Robbery,1,500000,0.02
Cumberland,Copeland,2025,8,Vehicle crime,7,500000,0.13999999999999999
Cumberland,Copeland,2025,9,Drugs,11,500000,0.22
Cumberland,Copeland,2025,9,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Copeland,2025,10,Drugs,18,500000,0.36
Cumberland,Copeland,2025,10,Vehicle crime,5,500000,0.1
Cumberland,Copeland,2025,11,Drugs,14,500000,0.27999999999999997
Cumberland,Copeland,2025,11,Robbery,1,500000,0.02
Cumberland,Copeland,2025,11,Vehicle crime,4,500000,0.08
Cumberland,County Durham,2023,4,Drugs,1,500000,0.02
Cumberland,County Durham,2024,8,Drugs,2,500000,0.04
Cumberland,Craven,2025,5,Drugs,1,500000,0.02
Cumberland,Eden,2022,12,Drugs,8,500000,0.16
Cumberland,Eden,2022,12,Vehicle crime,4,500000,0.08
Cumberland,Eden,2023,1,Drugs,11,500000,0.22
Cumberland,Eden,2023,1,Robbery,1,500000,0.02
Cumberland,Eden,2023,1,Vehicle crime,12,500000,0.24000000000000002
Cumberland,Eden,2023,2,Drugs,6,500000,0.12000000000000001
Cumberland,Eden,2023,2,Robbery,1,500000,0.02
Cumberland,Eden,2023,2,Vehicle crime,8,500000,0.16
Cumberland,Eden,2023,3,Drugs,15,500000,0.3
Cumberland,Eden,2023,3,Robbery,1,500000,0.02
Cumberland,Eden,2023,3,Vehicle crime,8,500000,0.16
Cumberland,Eden,2023,4,Drugs,6,500000,0.12000000000000001
Cumberland,Eden,2023,4,Robbery,2,500000,0.04
Cumberland,Eden,2023,4,Vehicle crime,8,500000,0.16
Cumberland,Eden,2023,5,Drugs,15,500000,0.3
Cumberland,Eden,2023,5,Robbery,1,500000,0.02
Cumberland,Eden,2023,5,Vehicle crime,5,500000,0.1
Cumberland,Eden,2023,6,Drugs,30,500000,0.6
Cumberland,Eden,2023,6,Robbery,2,500000,0.04
Cumberland,Eden,2023,6,Vehicle crime,5,500000,0.1
Cumberland,Eden,2023,7,Drugs,10,500000,0.2
Cumberland,Eden,2023,7,Robbery,2,500000,0.04
Cumberland,Eden,2023,7,Vehicle crime,11,500000,0.22
Cumberland,Eden,2023,8,Drugs,17,500000,0.34
Cumberland,Eden,2023,8,Vehicle crime,3,500000,0.060000000000000005
Cumberland,Eden,2023,9,Drugs,12,500000,0.24000000000000002
Cumberland,Eden,2023,9,Robbery,1,500000,0.02
Cumberland,Eden,2023,9,Vehicle crime,9,500000,0.18
Cumberland,Eden,2023,10,Drugs,18,500000,0.36
Cumberland,Eden,2023,10,Robbery,1,500000,0.02
Cumberland,Eden,2023,10,Vehicle crime,7,500000,0.13999999999999999
Cumberland,Eden,2023,11,Drugs,22,500000,0.44
Cumberland,Eden,2023,11,Vehicle crime,16,500000,0.32
Cumberland,Eden,2023,12,Drugs,28,500000,0.5599999999999999
Cumberland,Eden,2023,12,Robbery,1,500000,0.02
Cumberland,Eden,2023,12,Vehicle crime,8,500000,0.16
Cumberland,Eden,2024,1,Drugs,10,500000,0.2
Cumberland,Eden,2024,1,Robbery,1,500000,0.02
Cumberland,Eden,2024,1,Vehicle crime,11,500000,0.22
Cumberland,Eden,2024,2,Drugs,19,500000,0.38
Cumberland,Eden,2024,2,Robbery,3,500000,0.060000000000000005
Cumberland,Eden,2024,2,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Eden,2024,3,Drugs,15,500000,0.3
Cumberland,Eden,2024,3,Vehicle crime,14,500000,0.27999999999999997
Cumberland,Eden,2024,4,Drugs,14,500000,0.27999999999999997
Cumberland,Eden,2024,4,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Eden,2024,5,Drugs,11,500000,0.22
Cumberland,Eden,2024,5,Robbery,3,500000,0.060000000000000005
Cumberland,Eden,2024,5,Vehicle crime,3,500000,0.060000000000000005
Cumberland,Eden,2024,6,Drugs,37,500000,0.74
Cumberland,Eden,2024,6,Robbery,1,500000,0.02
Cumberland,Eden,2024,6,Vehicle crime,14,500000,0.27999999999999997
Cumberland,Eden,2024,7,Drugs,16,500000,0.32
Cumberland,Eden,2024,7,Robbery,3,500000,0.060000000000000005
Cumberland,Eden,2024,7,Vehicle crime,10,500000,0.2
Cumberland,Eden,2024,8,Drugs,94,500000,1.88
Cumberland,Eden,2024,8,Vehicle crime,10,500000,0.2
Cumberland,Eden,2024,9,Drugs,18,500000,0.36
Cumberland,Eden,2024,9,Robbery,1,500000,0.02
Cumberland,Eden,2024,9,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Eden,2024,10,Drugs,24,500000,0.48000000000000004
Cumberland,Eden,2024,10,Vehicle crime,12,500000,0.24000000000000002
Cumberland,Eden,2024,11,Drugs,15,500000,0.3
Cumberland,Eden,2024,11,Vehicle crime,9,500000,0.18
Cumberland,Eden,2024,12,Drugs,23,500000,0.46
Cumberland,Eden,2024,12,Robbery,1,500000,0.02
Cumberland,Eden,2024,12,Vehicle crime,6,500000,0.12000000000000001
Cumberland,Eden,2025,1,Drugs,28,500000,0.5599999999999999
Cumberland,Eden,2025,1,Robbery,1,500000,0.02
Cumberland,Eden,2025,1,Vehicle crime,5,500000,0.1
Cumberland,Eden,2025,2,Drugs,26,500000,0.52
Cumberland,Eden,2025,2,Robbery,2,500000,0.04
Cumberland,Eden,2025,2,Vehicle crime,3,500000,0.060000000000000005
Cumberland,Eden,2025,3,Drugs,10,500000,0.2
Cumberland,Eden,2025,4,Drugs,17,500000,0.34
Cumberland,Eden,2025,4,Robbery,1,500000,0.02
Cumberland,Eden,2025,4,Vehicle crime,5,500000,0.1
Cumberland,Eden,2025,5,Drugs,23,500000,0.46
Cumberland,Eden,2025,5,Robbery,1,500000,0.02
Cumberland,Eden,2025,5,Vehicle crime,4,500000,0.08
Cumberland,Eden,2025,6,Drugs,39,500000,0.78
Cumberland,Eden,2025,6,Robbery,1,500000,0.02
Cumberland,Eden,2025,6,Vehicle crime,10,500000,0.2
Cumberland,Eden,2025,7,Drugs,21,500000,0.42
Cumberland,Eden,2025,7,Robbery,1,500000,0.02
Cumberland,Eden,2025,7,Vehicle crime,10,500000,0.2
Cumberland,Eden,2025,8,Drugs,30,500000,0.6
Cumberland,Eden,2025,8,Robbery,2,500000,0.04
Cumberland,Eden,2025,8,Vehicle crime,3,500000,0.060000000000000005
Cumberland,Eden,2025,9,Drugs,14,500000,0.27999999999999997
Cumberland,Eden,2025,9,Robbery,1,500000,0.02
Cumberland,Eden,2025,9,Vehicle crime,4,500000,0.08
Cumberland,Eden,2025,10,Drugs,17,500000,0.34
Cumberland,Eden,2025,10,Vehicle crime,1,500000,0.02
Cumberland,Eden,2025,11,Drugs,19,500000,0.38
Cumberland,Eden,2025,11,Vehicle crime,9,500000,0.18
Cumberland,Kirklees,2025,3,Vehicle crime,1,500000,0.02
Cumberland,Lancaster,2022,12,Drugs,1,500000,0.02
Cumberland,Lancaster,2023,1,Drugs,1,500000,0.02
Cumberland,Lancaster,2023,5,Drugs,4,500000,0.08
Cumberland,Lancaster,2023,7,Vehicle crime,1,500000,0.02
Cumberland,Lancaster,2023,11,Drugs,1,500000,0.02
Cumberland,Lancaster,2024,1,Drugs,2,500000,0.04
Cumberland,Lancaster,2024,2,Vehicle crime,1,500000,0.02
Cumberland,Lancaster,2024,8,Vehicle crime,2,500000,0.04
Cumberland,Lancaster,2024,9,Drugs,1,500000,0.02
Cumberland,Lancaster,2024,10,Drugs,2,500000,0.04
Cumberland,Lancaster,2024,11,Vehicle crime,2,500000,0.04
Cumberland,Lancaster,2024,12,Vehicle crime,4,500000,0.08
Cumberland,Lancaster,2025,1,Drugs,1,500000,0.02
Cumberland,Lancaster,2025,3,Drugs,1,500000,0.02
Cumberland,Lancaster,2025,5,Vehicle crime,1,500000,0.02
Cumberland,Liverpool,2023,5,Drugs,1,500000,0.02
Cumberland,Northumberland,2025,4,Drugs,1,500000,0.02
Cumberland,Northumberland,2025,5,Drugs,1,500000,0.02
Cumberland,Northumberland,2025,7,Robbery,1,500000,0.02
Cumberland,Northumberland,2025,8,Robbery,2,500000,0.04
Cumberland,Northumberland,2025,10,Drugs,1,500000,0.02
Cumberland,Oldham,2023,3,Vehicle crime,1,500000,0.02
Cumberland,Sheffield,2023,6,Vehicle crime,1,500000,0.02
Cumberland,Sheffield,2024,3,Vehicle crime,1,500000,0.02
Cumberland,South Lakeland,2022,12,Drugs,17,500000,0.34
Cumberland,South Lakeland,2022,12,Vehicle crime,6,500000,0.12000000000000001
Cumberland,South Lakeland,2023,1,Drugs,17,500000,0.34
Cumberland,South Lakeland,2023,1,Robbery,3,500000,0.060000000000000005
Cumberland,South Lakeland,2023,1,Vehicle crime,5,500000,0.1
Cumberland,South Lakeland,2023,2,Drugs,21,500000,0.42
Cumberland,South Lakeland,2023,2,Vehicle crime,11,500000,0.22
Cumberland,South Lakeland,2023,3,Drugs,18,500000,0.36
Cumberland,South Lakeland,2023,3,Vehicle crime,11,500000,0.22
Cumberland,South Lakeland,2023,4,Drugs,19,500000,0.38
Cumberland,South Lakeland,2023,4,Robbery,1,500000,0.02
Cumberland,South Lakeland,2023,4,Vehicle crime,11,500000,0.22
Cumberland,South Lakeland,2023,5,Drugs,16,500000,0.32
Cumberland,South Lakeland,2023,5,Robbery,2,500000,0.04
Cumberland,South Lakeland,2023,5,Vehicle crime,13,500000,0.26
Cumberland,South Lakeland,2023,6,Drugs,32,500000,0.64
Cumberland,South Lakeland,2023,6,Robbery,5,500000,0.1
Cumberland,South Lakeland,2023,6,Vehicle crime,15,500000,0.3
Cumberland,South Lakeland,2023,7,Drugs,22,500000,0.44
Cumberland,South Lakeland,2023,7,Robbery,1,500000,0.02
Cumberland,South Lakeland,2023,7,Vehicle crime,5,500000,0.1
Cumberland,South Lakeland,2023,8,Drugs,27,500000,0.5399999999999999
Cumberland,South Lakeland,2023,8,Robbery,1,500000,0.02
Cumberland,South Lakeland,2023,8,Vehicle crime,12,500000,0.24000000000000002
Cumberland,South Lakeland,2023,9,Drugs,33,500000,0.66
Cumberland,South Lakeland,2023,9,Robbery,3,500000,0.060000000000000005
Cumberland,South Lakeland,2023,9,Vehicle crime,8,500000,0.16
Cumberland,South Lakeland,2023,10,Drugs,25,500000,0.5
Cumberland,South Lakeland,2023,10,Robbery,2,500000,0.04
Cumberland,South Lakeland,2023,10,Vehicle crime,9,500000,0.18
Cumberland,South Lakeland,2023,11,Drugs,28,500000,0.5599999999999999
Cumberland,South Lakeland,2023,11,Robbery,1,500000,0.02
Cumberland,South Lakeland,2023,11,Vehicle crime,7,500000,0.13999999999999999
Cumberland,South Lakeland,2023,12,Drugs,38,500000,0.76
Cumberland,South Lakeland,2023,12,Robbery,4,500000,0.08
Cumberland,South Lakeland,2023,12,Vehicle crime,18,500000,0.36
Cumberland,South Lakeland,2024,1,Drugs,26,500000,0.52
Cumberland,South Lakeland,2024,1,Robbery,4,500000,0.08
Cumberland,South Lakeland,2024,1,Vehicle crime,10,500000,0.2
Cumberland,South Lakeland,2024,2,Drugs,22,500000,0.44
Cumberland,South Lakeland,2024,2,Robbery,2,500000,0.04
Cumberland,South Lakeland,2024,2,Vehicle crime,26,500000,0.52
Cumberland,South Lakeland,2024,3,Drugs,27,500000,0.5399999999999999
Cumberland,South Lakeland,2024,3,Robbery,4,500000,0.08
Cumberland,South Lakeland,2024,3,Vehicle crime,5,500000,0.1
Cumberland,South Lakeland,2024,4,Drugs,39,500000,0.78
Cumberland,South Lakeland,2024,4,Robbery,2,500000,0.04
Cumberland,South Lakeland,2024,4,Vehicle crime,21,500000,0.42
Cumberland,South Lakeland,2024,5,Drugs,32,500000,0.64
Cumberland,South Lakeland,2024,5,Vehicle crime,14,500000,0.27999999999999997
Cumberland,South Lakeland,2024,6,Drugs,36,500000,0.72
Cumberland,South Lakeland,2024,6,Robbery,3,500000,0.060000000000000005
Cumberland,South Lakeland,2024,6,Vehicle crime,18,500000,0.36
Cumberland,South Lakeland,2024,7,Drugs,43,500000,0.86
Cumberland,South Lakeland,2024,7,Robbery,4,500000,0.08
Cumberland,South Lakeland,2024,7,Vehicle crime,9,500000,0.18
Cumberland,South Lakeland,2024,8,Drugs,30,500000,0.6
Cumberland,South Lakeland,2024,8,Vehicle crime,14,500000,0.27999999999999997
Cumberland,South Lakeland,2024,9,Drugs,24,500000,0.48000000000000004
Cumberland,South Lakeland,2024,9,Robbery,2,500000,0.04
Cumberland,South Lakeland,2024,9,Vehicle crime,11,500000,0.22
Cumberland,South Lakeland,2024,10,Drugs,24,500000,0.48000000000000004
Cumberland,South Lakeland,2024,10,Robbery,1,500000,0.02
Cumberland,South Lakeland,2024,10,Vehicle crime,11,500000,0.22
Cumberland,South Lakeland,2024,11,Drugs,23,500000,0.46
Cumberland,South Lakeland,2024,11,Robbery,1,500000,0.02
Cumberland,South Lakeland,2024,11,Vehicle crime,9,500000,0.18
Cumberland,South Lakeland,2024,12,Drugs,27,500000,0.5399999999999999
Cumberland,South Lakeland,2024,12,Vehicle crime,8,500000,0.16
Cumberland,South Lakeland,2025,1,Drugs,33,500000,0.66
Cumberland,South Lakeland,2025,1,Robbery,2,500000,0.04
Cumberland,South Lakeland,2025,1,Vehicle crime,18,500000,0.36
Cumberland,South Lakeland,2025,2,Drugs,20,500000,0.4
Cumberland,South Lakeland,2025,2,Vehicle crime,8,500000,0.16
Cumberland,South Lakeland,2025,3,Drugs,20,500000,0.4
Cumberland,South Lakeland,2025,3,Robbery,2,500000,0.04
Cumberland,South Lakeland,2025,3,Vehicle crime,14,500000,0.27999999999999997
Cumberland,South Lakeland,2025,4,Drugs,25,500000,0.5
Cumberland,South Lakeland,2025,4,Robbery,3,500000,0.060000000000000005
Cumberland,South Lakeland,2025,4,Vehicle crime,12,500000,0.24000000000000002
Cumberland,South Lakeland,2025,5,Drugs,16,500000,0.32
Cumberland,South Lakeland,2025,5,Vehicle crime,16,500000,0.32
Cumberland,South Lakeland,2025,6,Drugs,28,500000,0.5599999999999999
Cumberland,South Lakeland,2025,6,Robbery,1,500000,0.02
Cumberland,South Lakeland,2025,6,Vehicle crime,5,500000,0.1
Cumberland,South Lakeland,2025,7,Drugs,21,500000,0.42
Cumberland,South Lakeland,2025,7,Robbery,3,500000,0.060000000000000005
Cumberland,South Lakeland,2025,7,Vehicle crime,10,500000,0.2
Cumberland,South Lakeland,2025,8,Drugs,19,500000,0.38
Cumberland,South Lakeland,2025,8,Robbery,2,500000,0.04
Cumberland,South Lakeland,2025,8,Vehicle crime,14,500000,0.27999999999999997
Cumberland,South Lakeland,2025,9,Drugs,15,500000,0.3
Cumberland,South Lakeland,2025,9,Vehicle crime,6,500000,0.12000000000000001
Cumberland,South Lakeland,2025,10,Drugs,23,500000,0.46
Cumberland,South Lakeland,2025,10,Vehicle crime,13,500000,0.26
Cumberland,South Lakeland,2025,11,Drugs,30,500000,0.6
Cumberland,South Lakeland,2025,11,Robbery,3,500000,0.060000000000000005
Cumberland,South Lakeland,2025,11,Vehicle crime,11,500000,0.22
Cumberland,South Oxfordshire,2024,1,Vehicle crime,1,500000,0.02
Cumberland,South Ribble,2024,6,Robbery,1,500000,0.02
Cumberland,St. Helens,2024,3,Vehicle crime,1,500000,0.02
Cumberland,Warwick,2023,4,Vehicle crime,1,500000,0.02
Cumberland,Wigan,2025,4,Vehicle crime,1,500000,0.02
Cumberland,Wyre,2022,12,Drugs,1,500000,0.02
Cumberland,NA,2025,2,Drugs,1,500000,0.02
